rng_name,rands/second,Seed,d,g,test_name,ntup,tsamples,psamples,p-value,Assessment
borosh13,2.75e+08,1546708672,000,000,diehard_birthdays,0,100,100,0.00000000,FAILED
borosh13,2.61e+08,2424722790,000,000,diehard_birthdays,0,100,100,0.00111185,WEAK
borosh13,2.74e+08,242616011,000,000,diehard_birthdays,0,100,100,0.06473010,PASSED
borosh13,2.39e+08,2784748963,000,000,diehard_birthdays,0,100,100,0.94881153,PASSED
borosh13,2.78e+08,311485989,000,000,diehard_birthdays,0,100,100,0.62852279,PASSED
borosh13,2.70e+08,3845986378,000,000,diehard_birthdays,0,100,100,0.00000009,FAILED
borosh13,2.68e+08,3891621942,000,000,diehard_birthdays,0,100,100,0.00000006,FAILED
borosh13,2.37e+08,4201583983,000,000,diehard_birthdays,0,100,100,0.97931803,PASSED
borosh13,2.61e+08,482869658,000,000,diehard_birthdays,0,100,100,0.00003541,WEAK
borosh13,2.84e+08,917306787,000,000,diehard_birthdays,0,100,100,0.03705226,PASSED
cmrg,6.18e+07,1004350797,000,001,diehard_birthdays,0,100,100,0.69850446,PASSED
cmrg,6.54e+07,154325011,000,001,diehard_birthdays,0,100,100,0.81240975,PASSED
cmrg,5.93e+07,1590583901,000,001,diehard_birthdays,0,100,100,0.37756209,PASSED
cmrg,6.71e+07,19037595,000,001,diehard_birthdays,0,100,100,0.25319867,PASSED
cmrg,5.91e+07,271446342,000,001,diehard_birthdays,0,100,100,0.24779152,PASSED
cmrg,6.00e+07,3783313484,000,001,diehard_birthdays,0,100,100,0.05349800,PASSED
cmrg,5.86e+07,3881497538,000,001,diehard_birthdays,0,100,100,0.82878348,PASSED
cmrg,6.07e+07,4020613423,000,001,diehard_birthdays,0,100,100,0.92378855,PASSED
cmrg,6.49e+07,558135021,000,001,diehard_birthdays,0,100,100,0.55833201,PASSED
cmrg,5.92e+07,861925421,000,001,diehard_birthdays,0,100,100,0.46642551,PASSED
coveyou,2.78e+08,1330641755,000,002,diehard_birthdays,0,100,100,0.38904376,PASSED
coveyou,2.60e+08,1628276563,000,002,diehard_birthdays,0,100,100,0.43713428,PASSED
coveyou,2.75e+08,252913319,000,002,diehard_birthdays,0,100,100,0.96948393,PASSED
coveyou,2.74e+08,2582642986,000,002,diehard_birthdays,0,100,100,0.58461678,PASSED
coveyou,2.66e+08,2695577175,000,002,diehard_birthdays,0,100,100,0.00090434,WEAK
coveyou,2.73e+08,3631752164,000,002,diehard_birthdays,0,100,100,0.16831529,PASSED
coveyou,2.48e+08,3739671560,000,002,diehard_birthdays,0,100,100,0.59606231,PASSED
coveyou,2.53e+08,3799746690,000,002,diehard_birthdays,0,100,100,0.18104080,PASSED
coveyou,2.73e+08,4012281084,000,002,diehard_birthdays,0,100,100,0.34129798,PASSED
coveyou,2.55e+08,703409441,000,002,diehard_birthdays,0,100,100,0.60754797,PASSED
fishman18,6.19e+07,1166506967,000,003,diehard_birthdays,0,100,100,0.81955691,PASSED
fishman18,5.89e+07,1183114796,000,003,diehard_birthdays,0,100,100,0.53242430,PASSED
fishman18,6.25e+07,1410849151,000,003,diehard_birthdays,0,100,100,0.99501625,WEAK
fishman18,6.24e+07,1999109624,000,003,diehard_birthdays,0,100,100,0.58404410,PASSED
fishman18,5.91e+07,2356140580,000,003,diehard_birthdays,0,100,100,0.68406372,PASSED
fishman18,5.67e+07,2391326878,000,003,diehard_birthdays,0,100,100,0.61840615,PASSED
fishman18,6.09e+07,2502996846,000,003,diehard_birthdays,0,100,100,0.15027221,PASSED
fishman18,5.62e+07,3904878028,000,003,diehard_birthdays,0,100,100,0.64224184,PASSED
fishman18,5.59e+07,4030136737,000,003,diehard_birthdays,0,100,100,0.47285027,PASSED
fishman18,6.23e+07,787281144,000,003,diehard_birthdays,0,100,100,0.28453658,PASSED
fishman20,1.47e+08,104273113,000,004,diehard_birthdays,0,100,100,0.29594879,PASSED
fishman20,1.45e+08,2479903230,000,004,diehard_birthdays,0,100,100,0.96840169,PASSED
fishman20,1.53e+08,2608055479,000,004,diehard_birthdays,0,100,100,0.26504411,PASSED
fishman20,1.53e+08,2627150257,000,004,diehard_birthdays,0,100,100,0.19691541,PASSED
fishman20,1.50e+08,2980947592,000,004,diehard_birthdays,0,100,100,0.21159179,PASSED
fishman20,1.53e+08,3450829526,000,004,diehard_birthdays,0,100,100,0.57105501,PASSED
fishman20,1.44e+08,3609362159,000,004,diehard_birthdays,0,100,100,0.72380507,PASSED
fishman20,1.51e+08,3810280252,000,004,diehard_birthdays,0,100,100,0.19087975,PASSED
fishman20,1.63e+08,3962645507,000,004,diehard_birthdays,0,100,100,0.44365947,PASSED
fishman20,1.49e+08,4165172443,000,004,diehard_birthdays,0,100,100,0.72489852,PASSED
fishman2x,1.38e+08,2244267201,000,005,diehard_birthdays,0,100,100,0.58548369,PASSED
fishman2x,1.34e+08,2433978765,000,005,diehard_birthdays,0,100,100,0.03167780,PASSED
fishman2x,1.31e+08,2660891559,000,005,diehard_birthdays,0,100,100,0.99991417,WEAK
fishman2x,1.30e+08,284188912,000,005,diehard_birthdays,0,100,100,0.64956427,PASSED
fishman2x,1.35e+08,2994817811,000,005,diehard_birthdays,0,100,100,0.47284002,PASSED
fishman2x,1.37e+08,4033986172,000,005,diehard_birthdays,0,100,100,0.50373014,PASSED
fishman2x,1.40e+08,4189124967,000,005,diehard_birthdays,0,100,100,0.05142481,PASSED
fishman2x,1.37e+08,4215041988,000,005,diehard_birthdays,0,100,100,0.69699490,PASSED
fishman2x,1.35e+08,641162739,000,005,diehard_birthdays,0,100,100,0.81126811,PASSED
fishman2x,1.27e+08,73180349,000,005,diehard_birthdays,0,100,100,0.51553328,PASSED
gfsr4,2.19e+08,1216649514,000,006,diehard_birthdays,0,100,100,0.66097313,PASSED
gfsr4,2.13e+08,135818140,000,006,diehard_birthdays,0,100,100,0.57723599,PASSED
gfsr4,2.17e+08,1499782115,000,006,diehard_birthdays,0,100,100,0.84552982,PASSED
gfsr4,2.21e+08,1583644394,000,006,diehard_birthdays,0,100,100,0.79183211,PASSED
gfsr4,2.15e+08,2642721175,000,006,diehard_birthdays,0,100,100,0.24298046,PASSED
gfsr4,2.30e+08,2848573440,000,006,diehard_birthdays,0,100,100,0.19745770,PASSED
gfsr4,2.05e+08,3229929649,000,006,diehard_birthdays,0,100,100,0.31843016,PASSED
gfsr4,2.04e+08,3428312013,000,006,diehard_birthdays,0,100,100,0.44427966,PASSED
gfsr4,2.27e+08,89632395,000,006,diehard_birthdays,0,100,100,0.75037535,PASSED
gfsr4,2.24e+08,993189327,000,006,diehard_birthdays,0,100,100,0.04358698,PASSED
knuthran,1.90e+08,1219757946,000,007,diehard_birthdays,0,100,100,0.71146242,PASSED
knuthran,1.64e+08,1977007256,000,007,diehard_birthdays,0,100,100,0.74448139,PASSED
knuthran,1.80e+08,19997929,000,007,diehard_birthdays,0,100,100,0.65345111,PASSED
knuthran,1.90e+08,2334205180,000,007,diehard_birthdays,0,100,100,0.96803410,PASSED
knuthran,1.77e+08,2988722358,000,007,diehard_birthdays,0,100,100,0.39828485,PASSED
knuthran,1.78e+08,3035974572,000,007,diehard_birthdays,0,100,100,0.24986369,PASSED
knuthran,1.88e+08,3061469966,000,007,diehard_birthdays,0,100,100,0.65410301,PASSED
knuthran,1.90e+08,3564830236,000,007,diehard_birthdays,0,100,100,0.21112349,PASSED
knuthran,1.77e+08,3840265128,000,007,diehard_birthdays,0,100,100,0.70454454,PASSED
knuthran,1.77e+08,4148831156,000,007,diehard_birthdays,0,100,100,0.99549619,WEAK
knuthran2,3.37e+07,1128027838,000,008,diehard_birthdays,0,100,100,0.35094861,PASSED
knuthran2,3.47e+07,1648928448,000,008,diehard_birthdays,0,100,100,0.20212666,PASSED
knuthran2,3.69e+07,2183343894,000,008,diehard_birthdays,0,100,100,0.37640982,PASSED
knuthran2,3.44e+07,2482153923,000,008,diehard_birthdays,0,100,100,0.55382407,PASSED
knuthran2,3.61e+07,3113050192,000,008,diehard_birthdays,0,100,100,0.37985272,PASSED
knuthran2,3.32e+07,3596478674,000,008,diehard_birthdays,0,100,100,0.81137213,PASSED
knuthran2,3.42e+07,3804099004,000,008,diehard_birthdays,0,100,100,0.18012225,PASSED
knuthran2,3.53e+07,54084107,000,008,diehard_birthdays,0,100,100,0.32890387,PASSED
knuthran2,3.39e+07,663471101,000,008,diehard_birthdays,0,100,100,0.13566109,PASSED
knuthran2,3.35e+07,995178291,000,008,diehard_birthdays,0,100,100,0.38334809,PASSED
lecuyer21,1.38e+08,1312622562,000,010,diehard_birthdays,0,100,100,0.88092349,PASSED
lecuyer21,1.37e+08,1945308856,000,010,diehard_birthdays,0,100,100,0.34563424,PASSED
lecuyer21,1.31e+08,2594039567,000,010,diehard_birthdays,0,100,100,0.97482512,PASSED
lecuyer21,1.35e+08,3087909943,000,010,diehard_birthdays,0,100,100,0.56330646,PASSED
lecuyer21,1.44e+08,3329468468,000,010,diehard_birthdays,0,100,100,0.93028789,PASSED
lecuyer21,1.31e+08,3405284488,000,010,diehard_birthdays,0,100,100,0.86784894,PASSED
lecuyer21,1.29e+08,3820539636,000,010,diehard_birthdays,0,100,100,0.68209141,PASSED
lecuyer21,1.36e+08,3952426255,000,010,diehard_birthdays,0,100,100,0.16244139,PASSED
lecuyer21,1.42e+08,698736140,000,010,diehard_birthdays,0,100,100,0.42937532,PASSED
lecuyer21,1.37e+08,792559125,000,010,diehard_birthdays,0,100,100,0.76181164,PASSED
minstd,1.52e+08,1326661665,000,011,diehard_birthdays,0,100,100,0.07265472,PASSED
minstd,1.44e+08,1578295510,000,011,diehard_birthdays,0,100,100,0.49194786,PASSED
minstd,1.56e+08,1810810099,000,011,diehard_birthdays,0,100,100,0.14030216,PASSED
minstd,1.56e+08,2140685279,000,011,diehard_birthdays,0,100,100,0.84994241,PASSED
minstd,1.35e+08,2494953995,000,011,diehard_birthdays,0,100,100,0.76989909,PASSED
minstd,1.49e+08,3094449664,000,011,diehard_birthdays,0,100,100,0.85061344,PASSED
minstd,1.47e+08,3405460936,000,011,diehard_birthdays,0,100,100,0.47377647,PASSED
minstd,1.56e+08,3933840775,000,011,diehard_birthdays,0,100,100,0.24343917,PASSED
minstd,1.36e+08,418382382,000,011,diehard_birthdays,0,100,100,0.87555774,PASSED
minstd,1.47e+08,48091396,000,011,diehard_birthdays,0,100,100,0.58537721,PASSED
mrg,7.59e+07,1341855377,000,012,diehard_birthdays,0,100,100,0.68070017,PASSED
mrg,7.68e+07,1826859292,000,012,diehard_birthdays,0,100,100,0.70695577,PASSED
mrg,7.61e+07,1902004872,000,012,diehard_birthdays,0,100,100,0.91088416,PASSED
mrg,7.39e+07,1912047196,000,012,diehard_birthdays,0,100,100,0.97308662,PASSED
mrg,7.27e+07,2111912862,000,012,diehard_birthdays,0,100,100,0.45046478,PASSED
mrg,7.08e+07,2458014209,000,012,diehard_birthdays,0,100,100,0.32904948,PASSED
mrg,7.08e+07,3258807700,000,012,diehard_birthdays,0,100,100,0.99953657,WEAK
mrg,7.59e+07,4270807899,000,012,diehard_birthdays,0,100,100,0.49214151,PASSED
mrg,7.49e+07,715891119,000,012,diehard_birthdays,0,100,100,0.49896416,PASSED
mrg,7.46e+07,870743088,000,012,diehard_birthdays,0,100,100,0.17390689,PASSED
mt19937,1.53e+08,1597417302,000,013,diehard_birthdays,0,100,100,0.18660989,PASSED
mt19937,1.51e+08,1979510319,000,013,diehard_birthdays,0,100,100,0.73986743,PASSED
mt19937,1.45e+08,2386818129,000,013,diehard_birthdays,0,100,100,0.99900756,WEAK
mt19937,1.59e+08,3431333203,000,013,diehard_birthdays,0,100,100,0.04279784,PASSED
mt19937,1.48e+08,3538463149,000,013,diehard_birthdays,0,100,100,0.14817525,PASSED
mt19937,1.44e+08,3612123729,000,013,diehard_birthdays,0,100,100,0.51052835,PASSED
mt19937,1.54e+08,4237336000,000,013,diehard_birthdays,0,100,100,0.87068873,PASSED
mt19937,1.49e+08,67288589,000,013,diehard_birthdays,0,100,100,0.80291310,PASSED
mt19937,1.48e+08,755488495,000,013,diehard_birthdays,0,100,100,0.76039314,PASSED
mt19937,1.69e+08,807295278,000,013,diehard_birthdays,0,100,100,0.66376609,PASSED
mt19937_1999,1.58e+08,1390712416,000,014,diehard_birthdays,0,100,100,0.66252633,PASSED
mt19937_1999,1.51e+08,1434631481,000,014,diehard_birthdays,0,100,100,0.99328637,PASSED
mt19937_1999,1.45e+08,1969882702,000,014,diehard_birthdays,0,100,100,0.29481868,PASSED
mt19937_1999,1.51e+08,2095818203,000,014,diehard_birthdays,0,100,100,0.90298639,PASSED
mt19937_1999,1.48e+08,2189626285,000,014,diehard_birthdays,0,100,100,0.20387898,PASSED
mt19937_1999,1.45e+08,3690854278,000,014,diehard_birthdays,0,100,100,0.47123935,PASSED
mt19937_1999,1.51e+08,4124718506,000,014,diehard_birthdays,0,100,100,0.86722217,PASSED
mt19937_1999,1.43e+08,4141469903,000,014,diehard_birthdays,0,100,100,0.47307252,PASSED
mt19937_1999,1.46e+08,835673196,000,014,diehard_birthdays,0,100,100,0.68027659,PASSED
mt19937_1999,1.40e+08,980518897,000,014,diehard_birthdays,0,100,100,0.93553261,PASSED
mt19937_1998,1.46e+08,1202611903,000,015,diehard_birthdays,0,100,100,0.59224980,PASSED
mt19937_1998,1.48e+08,1814832044,000,015,diehard_birthdays,0,100,100,0.52205204,PASSED
mt19937_1998,1.57e+08,1985629724,000,015,diehard_birthdays,0,100,100,0.21143597,PASSED
mt19937_1998,1.49e+08,3301254721,000,015,diehard_birthdays,0,100,100,0.85600098,PASSED
mt19937_1998,1.49e+08,3323083588,000,015,diehard_birthdays,0,100,100,0.32449541,PASSED
mt19937_1998,1.58e+08,3461384637,000,015,diehard_birthdays,0,100,100,0.56926145,PASSED
mt19937_1998,1.51e+08,3755956470,000,015,diehard_birthdays,0,100,100,0.23191736,PASSED
mt19937_1998,1.60e+08,3791032110,000,015,diehard_birthdays,0,100,100,0.33061348,PASSED
mt19937_1998,1.61e+08,566390358,000,015,diehard_birthdays,0,100,100,0.91515279,PASSED
mt19937_1998,1.46e+08,572549639,000,015,diehard_birthdays,0,100,100,0.39550113,PASSED
r250,2.54e+08,1998984312,000,016,diehard_birthdays,0,100,100,0.66165643,PASSED
r250,2.49e+08,2116085222,000,016,diehard_birthdays,0,100,100,0.66710871,PASSED
r250,2.31e+08,2536972774,000,016,diehard_birthdays,0,100,100,0.39495639,PASSED
r250,2.37e+08,3206445215,000,016,diehard_birthdays,0,100,100,0.39423138,PASSED
r250,2.31e+08,3785863602,000,016,diehard_birthdays,0,100,100,0.28758740,PASSED
r250,2.49e+08,385411588,000,016,diehard_birthdays,0,100,100,0.49034540,PASSED
r250,2.13e+08,3919397547,000,016,diehard_birthdays,0,100,100,0.90906188,PASSED
r250,2.41e+08,3941985593,000,016,diehard_birthdays,0,100,100,0.77011047,PASSED
r250,2.22e+08,3946024096,000,016,diehard_birthdays,0,100,100,0.06504452,PASSED
r250,2.32e+08,624638067,000,016,diehard_birthdays,0,100,100,0.20699537,PASSED
ran0,1.51e+08,1233763031,000,017,diehard_birthdays,0,100,100,0.64665056,PASSED
ran0,1.52e+08,1579135784,000,017,diehard_birthdays,0,100,100,0.26403642,PASSED
ran0,1.44e+08,1837855543,000,017,diehard_birthdays,0,100,100,0.27695623,PASSED
ran0,1.51e+08,2149564066,000,017,diehard_birthdays,0,100,100,0.97552013,PASSED
ran0,1.47e+08,2885963721,000,017,diehard_birthdays,0,100,100,0.89756416,PASSED
ran0,1.56e+08,3375137813,000,017,diehard_birthdays,0,100,100,0.60007694,PASSED
ran0,1.39e+08,3556940445,000,017,diehard_birthdays,0,100,100,0.65425258,PASSED
ran0,1.53e+08,358585793,000,017,diehard_birthdays,0,100,100,0.44103379,PASSED
ran0,1.46e+08,4128380991,000,017,diehard_birthdays,0,100,100,0.57145797,PASSED
ran0,1.42e+08,459124361,000,017,diehard_birthdays,0,100,100,0.23461330,PASSED
ran1,1.57e+08,1288716485,000,018,diehard_birthdays,0,100,100,0.93441741,PASSED
ran1,1.61e+08,1560734353,000,018,diehard_birthdays,0,100,100,0.80237007,PASSED
ran1,1.57e+08,2012548090,000,018,diehard_birthdays,0,100,100,0.31725906,PASSED
ran1,1.55e+08,285434398,000,018,diehard_birthdays,0,100,100,0.86295261,PASSED
ran1,1.48e+08,287833462,000,018,diehard_birthdays,0,100,100,0.01578034,PASSED
ran1,1.56e+08,369133728,000,018,diehard_birthdays,0,100,100,0.35110858,PASSED
ran1,1.54e+08,396856076,000,018,diehard_birthdays,0,100,100,0.01166595,PASSED
ran1,1.53e+08,4291750021,000,018,diehard_birthdays,0,100,100,0.91287881,PASSED
ran1,1.57e+08,500154839,000,018,diehard_birthdays,0,100,100,0.42361497,PASSED
ran1,1.57e+08,519253672,000,018,diehard_birthdays,0,100,100,0.78229722,PASSED
ran2,1.28e+08,168617558,000,019,diehard_birthdays,0,100,100,0.71881379,PASSED
ran2,1.22e+08,2007469079,000,019,diehard_birthdays,0,100,100,0.83086038,PASSED
ran2,1.29e+08,2082271803,000,019,diehard_birthdays,0,100,100,0.07050136,PASSED
ran2,1.28e+08,2273821293,000,019,diehard_birthdays,0,100,100,0.75462236,PASSED
ran2,1.23e+08,2364074978,000,019,diehard_birthdays,0,100,100,0.73472664,PASSED
ran2,1.20e+08,2638272147,000,019,diehard_birthdays,0,100,100,0.82680996,PASSED
ran2,1.27e+08,2693080922,000,019,diehard_birthdays,0,100,100,0.78237589,PASSED
ran2,1.27e+08,2877138818,000,019,diehard_birthdays,0,100,100,0.34278451,PASSED
ran2,1.31e+08,4104585446,000,019,diehard_birthdays,0,100,100,0.37237191,PASSED
ran2,1.17e+08,653285043,000,019,diehard_birthdays,0,100,100,0.78556089,PASSED
ran3,1.52e+08,1360537607,000,020,diehard_birthdays,0,100,100,0.84476437,PASSED
ran3,1.55e+08,163562419,000,020,diehard_birthdays,0,100,100,0.83194815,PASSED
ran3,1.47e+08,1879045606,000,020,diehard_birthdays,0,100,100,0.22685638,PASSED
ran3,1.41e+08,1951582833,000,020,diehard_birthdays,0,100,100,0.36609616,PASSED
ran3,1.42e+08,2458868554,000,020,diehard_birthdays,0,100,100,0.97524191,PASSED
ran3,1.53e+08,2825776633,000,020,diehard_birthdays,0,100,100,0.91713144,PASSED
ran3,1.54e+08,3481413512,000,020,diehard_birthdays,0,100,100,0.96092826,PASSED
ran3,1.49e+08,3819565155,000,020,diehard_birthdays,0,100,100,0.88545531,PASSED
ran3,1.44e+08,3822536025,000,020,diehard_birthdays,0,100,100,0.52580887,PASSED
ran3,1.44e+08,383512181,000,020,diehard_birthdays,0,100,100,0.90029363,PASSED
rand,3.10e+08,2176313600,000,021,diehard_birthdays,0,100,100,0.29113559,PASSED
rand,2.91e+08,2255044877,000,021,diehard_birthdays,0,100,100,0.53099733,PASSED
rand,2.92e+08,2318229517,000,021,diehard_birthdays,0,100,100,0.66541528,PASSED
rand,2.81e+08,2346385537,000,021,diehard_birthdays,0,100,100,0.72579061,PASSED
rand,2.95e+08,257234726,000,021,diehard_birthdays,0,100,100,0.36900439,PASSED
rand,2.86e+08,3356260903,000,021,diehard_birthdays,0,100,100,0.99058646,PASSED
rand,2.80e+08,3809490221,000,021,diehard_birthdays,0,100,100,0.63011816,PASSED
rand,2.94e+08,4155464391,000,021,diehard_birthdays,0,100,100,0.92153363,PASSED
rand,2.72e+08,58409660,000,021,diehard_birthdays,0,100,100,0.23999116,PASSED
rand,2.98e+08,79980434,000,021,diehard_birthdays,0,100,100,0.74982793,PASSED
rand48,2.27e+08,178870320,000,022,diehard_birthdays,0,100,100,0.43380139,PASSED
rand48,2.13e+08,2154986282,000,022,diehard_birthdays,0,100,100,0.10195748,PASSED
rand48,2.20e+08,2310536605,000,022,diehard_birthdays,0,100,100,0.93059407,PASSED
rand48,2.11e+08,2357011180,000,022,diehard_birthdays,0,100,100,0.63399875,PASSED
rand48,2.19e+08,2833618061,000,022,diehard_birthdays,0,100,100,0.71055424,PASSED
rand48,2.16e+08,2947377058,000,022,diehard_birthdays,0,100,100,0.65237279,PASSED
rand48,2.08e+08,3014565076,000,022,diehard_birthdays,0,100,100,0.79371621,PASSED
rand48,2.02e+08,3399696277,000,022,diehard_birthdays,0,100,100,0.57042518,PASSED
rand48,2.27e+08,3923011945,000,022,diehard_birthdays,0,100,100,0.12546452,PASSED
rand48,2.14e+08,752802986,000,022,diehard_birthdays,0,100,100,0.55309808,PASSED
random128-bsd,2.20e+08,1097651664,000,023,diehard_birthdays,0,100,100,0.77338279,PASSED
random128-bsd,2.16e+08,1339021287,000,023,diehard_birthdays,0,100,100,0.52510881,PASSED
random128-bsd,2.28e+08,155259311,000,023,diehard_birthdays,0,100,100,0.42820118,PASSED
random128-bsd,2.24e+08,173936434,000,023,diehard_birthdays,0,100,100,0.86329985,PASSED
random128-bsd,2.36e+08,174897377,000,023,diehard_birthdays,0,100,100,0.45188784,PASSED
random128-bsd,2.14e+08,2329488906,000,023,diehard_birthdays,0,100,100,0.91449598,PASSED
random128-bsd,2.37e+08,3498847265,000,023,diehard_birthdays,0,100,100,0.47858464,PASSED
random128-bsd,2.17e+08,475990853,000,023,diehard_birthdays,0,100,100,0.19843245,PASSED
random128-bsd,2.09e+08,537610702,000,023,diehard_birthdays,0,100,100,0.41017716,PASSED
random128-bsd,2.24e+08,780123902,000,023,diehard_birthdays,0,100,100,0.31278776,PASSED
random128-glibc2,2.32e+08,1196108673,000,024,diehard_birthdays,0,100,100,0.15473789,PASSED
random128-glibc2,2.41e+08,2898123211,000,024,diehard_birthdays,0,100,100,0.90303470,PASSED
random128-glibc2,2.21e+08,3645973926,000,024,diehard_birthdays,0,100,100,0.71770125,PASSED
random128-glibc2,2.24e+08,3700559498,000,024,diehard_birthdays,0,100,100,0.19640983,PASSED
random128-glibc2,2.21e+08,3935268011,000,024,diehard_birthdays,0,100,100,0.24202630,PASSED
random128-glibc2,2.26e+08,441426483,000,024,diehard_birthdays,0,100,100,0.11740502,PASSED
random128-glibc2,2.29e+08,58737750,000,024,diehard_birthdays,0,100,100,0.82949073,PASSED
random128-glibc2,2.03e+08,685050051,000,024,diehard_birthdays,0,100,100,0.04834554,PASSED
random128-glibc2,2.05e+08,936673560,000,024,diehard_birthdays,0,100,100,0.41439140,PASSED
random128-glibc2,2.33e+08,960109893,000,024,diehard_birthdays,0,100,100,0.90217327,PASSED
random128-libc5,2.21e+08,1213029187,000,025,diehard_birthdays,0,100,100,0.81100515,PASSED
random128-libc5,2.22e+08,1462675299,000,025,diehard_birthdays,0,100,100,0.90296862,PASSED
random128-libc5,1.96e+08,1633992015,000,025,diehard_birthdays,0,100,100,0.98017046,PASSED
random128-libc5,2.30e+08,2189976122,000,025,diehard_birthdays,0,100,100,0.57325417,PASSED
random128-libc5,2.17e+08,2335360128,000,025,diehard_birthdays,0,100,100,0.39029360,PASSED
random128-libc5,1.89e+08,392683207,000,025,diehard_birthdays,0,100,100,0.82837533,PASSED
random128-libc5,2.42e+08,4006521745,000,025,diehard_birthdays,0,100,100,0.59474327,PASSED
random128-libc5,2.33e+08,4008091460,000,025,diehard_birthdays,0,100,100,0.16613008,PASSED
random128-libc5,2.07e+08,4081169978,000,025,diehard_birthdays,0,100,100,0.91356662,PASSED
random128-libc5,2.25e+08,4238862251,000,025,diehard_birthdays,0,100,100,0.77607203,PASSED
random256-bsd,1.79e+08,1271181705,000,026,diehard_birthdays,0,100,100,0.37432111,PASSED
random256-bsd,2.08e+08,217757344,000,026,diehard_birthdays,0,100,100,0.33537791,PASSED
random256-bsd,2.07e+08,2216495334,000,026,diehard_birthdays,0,100,100,0.83801163,PASSED
random256-bsd,1.91e+08,230711623,000,026,diehard_birthdays,0,100,100,0.15528079,PASSED
random256-bsd,2.08e+08,2347158187,000,026,diehard_birthdays,0,100,100,0.43713428,PASSED
random256-bsd,2.07e+08,2360350412,000,026,diehard_birthdays,0,100,100,0.43249977,PASSED
random256-bsd,2.01e+08,3051880586,000,026,diehard_birthdays,0,100,100,0.93594382,PASSED
random256-bsd,1.97e+08,49425440,000,026,diehard_birthdays,0,100,100,0.18419452,PASSED
random256-bsd,2.04e+08,534171013,000,026,diehard_birthdays,0,100,100,0.67238520,PASSED
random256-bsd,2.09e+08,646479463,000,026,diehard_birthdays,0,100,100,0.94091627,PASSED
random256-glibc2,1.98e+08,1427499204,000,027,diehard_birthdays,0,100,100,0.11161832,PASSED
random256-glibc2,2.07e+08,1692262043,000,027,diehard_birthdays,0,100,100,0.89809858,PASSED
random256-glibc2,2.10e+08,2048574589,000,027,diehard_birthdays,0,100,100,0.04792950,PASSED
random256-glibc2,2.00e+08,2093616269,000,027,diehard_birthdays,0,100,100,0.95588024,PASSED
random256-glibc2,2.04e+08,2225614868,000,027,diehard_birthdays,0,100,100,0.26338623,PASSED
random256-glibc2,2.02e+08,3182116635,000,027,diehard_birthdays,0,100,100,0.40914856,PASSED
random256-glibc2,2.02e+08,3492461596,000,027,diehard_birthdays,0,100,100,0.02984190,PASSED
random256-glibc2,2.06e+08,3619625588,000,027,diehard_birthdays,0,100,100,0.90178548,PASSED
random256-glibc2,2.09e+08,3791137505,000,027,diehard_birthdays,0,100,100,0.25047019,PASSED
random256-glibc2,2.11e+08,738300403,000,027,diehard_birthdays,0,100,100,0.70465792,PASSED
random256-libc5,2.08e+08,1250324770,000,028,diehard_birthdays,0,100,100,0.37069899,PASSED
random256-libc5,2.07e+08,1442015594,000,028,diehard_birthdays,0,100,100,0.41606602,PASSED
random256-libc5,2.09e+08,188887473,000,028,diehard_birthdays,0,100,100,0.47131744,PASSED
random256-libc5,2.06e+08,2109148267,000,028,diehard_birthdays,0,100,100,0.16618608,PASSED
random256-libc5,2.00e+08,3176927408,000,028,diehard_birthdays,0,100,100,0.15398805,PASSED
random256-libc5,1.99e+08,3191012983,000,028,diehard_birthdays,0,100,100,0.89493866,PASSED
random256-libc5,1.99e+08,3207294306,000,028,diehard_birthdays,0,100,100,0.71208831,PASSED
random256-libc5,1.96e+08,3287841531,000,028,diehard_birthdays,0,100,100,0.68506382,PASSED
random256-libc5,1.92e+08,630642834,000,028,diehard_birthdays,0,100,100,0.29079556,PASSED
random256-libc5,2.09e+08,631108854,000,028,diehard_birthdays,0,100,100,0.60650457,PASSED
random32-bsd,1.73e+08,1694037213,000,029,diehard_birthdays,0,100,100,0.57644381,PASSED
random32-bsd,2.00e+08,225555786,000,029,diehard_birthdays,0,100,100,0.05165043,PASSED
random32-bsd,1.97e+08,2965770222,000,029,diehard_birthdays,0,100,100,0.56072091,PASSED
random32-bsd,1.98e+08,2996712522,000,029,diehard_birthdays,0,100,100,0.74698486,PASSED
random32-bsd,1.88e+08,3079236423,000,029,diehard_birthdays,0,100,100,0.79805514,PASSED
random32-bsd,1.87e+08,3146710471,000,029,diehard_birthdays,0,100,100,0.81100515,PASSED
random32-bsd,1.89e+08,3276493490,000,029,diehard_birthdays,0,100,100,0.91660994,PASSED
random32-bsd,1.88e+08,3746292723,000,029,diehard_birthdays,0,100,100,0.42875514,PASSED
random32-bsd,1.92e+08,3943187925,000,029,diehard_birthdays,0,100,100,0.47451055,PASSED
random32-bsd,1.96e+08,4294738581,000,029,diehard_birthdays,0,100,100,0.11226648,PASSED
random32-glibc2,1.98e+08,1275061154,000,030,diehard_birthdays,0,100,100,0.27446354,PASSED
random32-glibc2,1.96e+08,1708144860,000,030,diehard_birthdays,0,100,100,0.78908084,PASSED
random32-glibc2,1.93e+08,1869530731,000,030,diehard_birthdays,0,100,100,0.27719656,PASSED
random32-glibc2,1.92e+08,2161085503,000,030,diehard_birthdays,0,100,100,0.57257769,PASSED
