rng_name,rands/second,Seed,d,g,test_name,ntup,tsamples,psamples,p-value,Assessment
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,7,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,7,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,8,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,8,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,9,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,9,100000,100,0.00025315,WEAK
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,10,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,10,100000,100,0.00075965,WEAK
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,11,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,11,100000,100,0.97333760,PASSED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,12,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,12,100000,100,0.16534021,PASSED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,13,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,13,100000,100,0.03306573,PASSED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,14,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,14,100000,100,0.76874707,PASSED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,15,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,15,100000,100,0.01877773,PASSED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,16,100000,100,0.00000000,FAILED
random32-glibc2,1.55e+08,3306045242,102,030,sts_serial,16,100000,100,0.19101360,PASSED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,1,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,2,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,3,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,3,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,4,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,4,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,5,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,5,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,6,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,6,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,7,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,7,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,8,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,8,100000,100,0.00307721,WEAK
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,9,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,9,100000,100,0.04501043,PASSED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,10,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,10,100000,100,0.01172266,PASSED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,11,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,11,100000,100,0.97521531,PASSED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,12,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,12,100000,100,0.72353451,PASSED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,13,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,13,100000,100,0.20028260,PASSED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,14,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,14,100000,100,0.69627637,PASSED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,15,100000,100,0.00000000,FAILED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,15,100000,100,0.04132758,PASSED
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,16,100000,100,0.00000477,WEAK
random32-glibc2,1.35e+08,3350304315,102,030,sts_serial,16,100000,100,0.15519199,PASSED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,1,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,2,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,3,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,3,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,4,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,4,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,5,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,5,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,6,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,6,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,7,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,7,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,8,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,8,100000,100,0.00000019,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,9,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,9,100000,100,0.00915894,PASSED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,10,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,10,100000,100,0.01790931,PASSED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,11,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,11,100000,100,0.35404721,PASSED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,12,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,12,100000,100,0.74808090,PASSED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,13,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,13,100000,100,0.98500170,PASSED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,14,100000,100,0.00000000,FAILED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,14,100000,100,0.34392601,PASSED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,15,100000,100,0.00000243,WEAK
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,15,100000,100,0.19335626,PASSED
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,16,100000,100,0.00011020,WEAK
random32-glibc2,1.10e+08,3579891884,102,030,sts_serial,16,100000,100,0.59954746,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,1,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,2,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,3,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,3,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,4,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,4,100000,100,0.00000001,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,5,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,5,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,6,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,6,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,7,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,7,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,8,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,8,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,9,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,9,100000,100,0.04264192,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,10,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,10,100000,100,0.14705251,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,11,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,11,100000,100,0.24572201,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,12,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,12,100000,100,0.49521712,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,13,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,13,100000,100,0.73215355,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,14,100000,100,0.00000000,FAILED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,14,100000,100,0.95548644,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,15,100000,100,0.00000888,WEAK
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,15,100000,100,0.55440424,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,16,100000,100,0.00546611,PASSED
random32-glibc2,1.57e+08,930727128,102,030,sts_serial,16,100000,100,0.99839970,WEAK
random32-libc5,1.57e+08,127167554,102,031,sts_serial,1,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,2,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,8,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,8,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,9,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,9,100000,100,0.00010605,WEAK
random32-libc5,1.57e+08,127167554,102,031,sts_serial,10,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,10,100000,100,0.05624340,PASSED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,11,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,11,100000,100,0.13394404,PASSED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,12,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,12,100000,100,0.15132028,PASSED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,13,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,13,100000,100,0.34829350,PASSED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,14,100000,100,0.00000000,FAILED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,14,100000,100,0.49058059,PASSED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,15,100000,100,0.00000483,WEAK
random32-libc5,1.57e+08,127167554,102,031,sts_serial,15,100000,100,0.92375425,PASSED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,16,100000,100,0.00668585,PASSED
random32-libc5,1.57e+08,127167554,102,031,sts_serial,16,100000,100,0.93150630,PASSED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,1,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,2,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,8,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,8,100000,100,0.00014776,WEAK
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,9,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,9,100000,100,0.00794751,PASSED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,10,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,10,100000,100,0.00091888,WEAK
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,11,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,11,100000,100,0.57360970,PASSED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,12,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,12,100000,100,0.47668159,PASSED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,13,100000,100,0.00000000,FAILED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,13,100000,100,0.88092103,PASSED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,14,100000,100,0.00015564,WEAK
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,14,100000,100,0.43237058,PASSED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,15,100000,100,0.00308602,WEAK
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,15,100000,100,0.84293918,PASSED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,16,100000,100,0.23966401,PASSED
random32-libc5,1.16e+08,1342437230,102,031,sts_serial,16,100000,100,0.38489526,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,1,100000,100,0.00862572,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,2,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,8,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,8,100000,100,0.08890662,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,9,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,9,100000,100,0.87626057,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,10,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,10,100000,100,0.96709513,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,11,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,11,100000,100,0.00676390,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,12,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,12,100000,100,0.44553592,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,13,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,13,100000,100,0.91555092,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,14,100000,100,0.00000000,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,14,100000,100,0.91172992,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,15,100000,100,0.00000003,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,15,100000,100,0.89995236,PASSED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,16,100000,100,0.00000001,FAILED
random32-libc5,1.25e+08,1809598035,102,031,sts_serial,16,100000,100,0.21962086,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,1,100000,100,0.01682855,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,2,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,3,100000,100,0.00000371,WEAK
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,8,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,8,100000,100,0.00000202,WEAK
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,9,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,9,100000,100,0.01894862,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,10,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,10,100000,100,0.33331752,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,11,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,11,100000,100,0.94172604,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,12,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,12,100000,100,0.50608325,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,13,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,13,100000,100,0.13034226,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,14,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,14,100000,100,0.13863933,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,15,100000,100,0.00000000,FAILED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,15,100000,100,0.32454442,PASSED
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,16,100000,100,0.00000581,WEAK
random32-libc5,1.28e+08,2102325111,102,031,sts_serial,16,100000,100,0.46574758,PASSED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,1,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,2,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,8,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,8,100000,100,0.00445156,WEAK
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,9,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,9,100000,100,0.06921346,PASSED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,10,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,10,100000,100,0.61597299,PASSED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,11,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,11,100000,100,0.03593875,PASSED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,12,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,12,100000,100,0.80172064,PASSED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,13,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,13,100000,100,0.37873981,PASSED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,14,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,14,100000,100,0.19647283,PASSED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,15,100000,100,0.00000000,FAILED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,15,100000,100,0.01676687,PASSED
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,16,100000,100,0.00046710,WEAK
random32-libc5,1.59e+08,2173616248,102,031,sts_serial,16,100000,100,0.90873599,PASSED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,1,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,2,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,5,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,6,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,7,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,7,100000,100,0.00000008,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,8,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,8,100000,100,0.02560897,PASSED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,9,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,9,100000,100,0.00334994,WEAK
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,10,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,10,100000,100,0.34340286,PASSED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,11,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,11,100000,100,0.43215583,PASSED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,12,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,12,100000,100,0.01570091,PASSED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,13,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,13,100000,100,0.25116474,PASSED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,14,100000,100,0.00000000,FAILED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,14,100000,100,0.03869949,PASSED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,15,100000,100,0.00000849,WEAK
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,15,100000,100,0.24751855,PASSED
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,16,100000,100,0.00033686,WEAK
random32-libc5,1.55e+08,3747363849,102,031,sts_serial,16,100000,100,0.67395439,PASSED
random32-libc5,1.58e+08,406348548,102,031,sts_serial,1,100000,100,0.00000000,FAILED
random32-libc5,1.58e+08,406348548,102,031,sts_serial,2,100000,100,0.00000000,FAILED
random32-libc5,1.58e+08,406348548,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.58e+08,406348548,102,031,sts_serial,3,100000,100,0.00000000,FAILED
random32-libc5,1.58e+08,406348548,102,031,sts_serial,4,100000,100,0.00000000,FAILED
random32-libc5,1.58e+08,406348548,102,031,sts_serial,4,100000,100,0.00000000,FAILED
